"","x"
"3027","GNB4"
"3028","CCNY"
"3029","INCA1"
"3030","PTP4A2"
"3031","RAB5B"
"3032","C10orf54"
"3033","CCDC138"
"3034","DRAM2"
"3035","CETN2"
"3036","TSGA10"
"3037","G3BP1"
"3038","MARCH3"
"3039","ZNF473"
"3040","ADAT1"
"3041","SAFB"
"3042","SLC35B1"
"3043","MS4A14"
"3044","ATG14"
"3045","TWISTNB"
"3046","EPHA7"
"3047","AGAP5"
"3048","NUDT1"
"3049","GRHL2"
"3050","RCAN1"
"3051","LRRC29"
"3052","CCNL2"
"3053","SLC2A4RG"
"3054","C19orf42"
"3055","SACM1L"
"3056","C4orf39"
"3057","LOC647979"
"3058","LOC151174"
"3059","HMG20A"
"3060","ABCC3"
"3061","PSMC4"
"3062","MRPL9"
"3063","CLEC4GP1"
"3064","LOC728175"
"3065","DNAH8"
"3066","CNKSR3"
"3067","GGCX"
"3068","PLAA"
"3069","PPM1B"
"3070","KIAA1143"
"3071","MGAT4B"
"3072","FOLR1"
"3073","CRIP2"
"3074","C1orf192"
"3075","RBM45"
"3076","KDM6A"
"3077","MS4A1"
"3078","TFPI2"
"3079","IFITM2"
"3080","ANAPC2"
"3081","DIEXF"
"3082","ERG"
"3083","SIGLEC6"
"3084","ADAT2"
"3085","ASTN2"
"3086","KCNQ1OT1"
"3087","CHURC1"
"3088","DNAH9"
"3089","PAX2"
"3090","SNX22"
"3091","MGC14436"
"3092","STK10"
"3093","EXOC3"
"3094","KDM4A"
"3095","LOC100506795"
"3096","BCL2L13"
"3097","DLEU2L"
"3098","STOX2"
"3099","LOC100507412"
"3100","KXD1"
"3101","NTHL1"
"3102","ICAM4"
"3103","C11orf71"
"3104","COA5"
"3105","SEPT5"
"3106","PADI3"
"3107","RPL23"
"3108","TCAM1P"
"3109","TFDP1"
"3110","BRF2"
"3111","ITFG3"
"3112","MASTL"
"3113","RPL21P44"
"3114","GPR179"
"3115","ACTR10"
"3116","HEBP1"
"3117","MGC16121"
"3118","ADCK4"
"3119","FXYD7"
"3120","LOC100506123"
"3121","SIAE"
"3122","TBC1D13"
"3123","C9orf43"
"3124","RAP1GDS1"
"3125","ENOPH1"
"3126","GPR50"
"3127","DNAH5"
"3128","SRRM1"
"3129","STX18"
"3130","SEMA4A"
"3131","LYRM2"
"3132","FAM183B"
"3133","C3orf26"
"3134","TMEM126A"
"3135","C17orf104"
"3136","CLEC11A"
"3137","INE1"
"3138","MUS81"
"3139","NR2E3"
"3140","UCP3"
"3141","DNPEP"
"3142","RPH3AL"
"3143","EIF2D"
"3144","LOC81691"
"3145","NAGPA"
"3146","NCOA3"
"3147","C14orf37"
"3148","ABHD12"
"3149","ZNF846"
"3150","CD163"
"3151","ZNF16"
"3152","RARB"
"3153","LRRK2"
"3154","VHL"
"3155","PARG"
"3156","POLR3D"
"3157","NOP14-AS1"
"3158","CROT"
"3159","ZNF273"
"3160","LOC595101"
"3161","PSMB1"
"3162","C11orf87"
"3163","REL"
"3164","POLR2J3"
"3165","MRPL42"
"3166","NEIL2"
"3167","C1QL1"
"3168","HIF3A"
"3169","GTF2A1"
"3170","HOXD4"
"3171","PAX9"
"3172","C7orf50"
"3173","SST"
"3174","C16orf86"
"3175","SSR2"
"3176","DENR"
"3177","PHF23"
"3178","SPAG6"
"3179","UBE2C"
"3180","PGM1"
"3181","RBAK"
"3182","CCDC116"
"3183","LOC399744"
"3184","FOXRED2"
"3185","ATG4D"
"3186","TMEM52"
"3187","LOC613037"
"3188","C16orf62"
"3189","CDRT15P1"
"3190","PTTG1IP"
"3191","CNTNAP3"
"3192","FTH1"
"3193","INTS5"
"3194","GMIP"
"3195","PAX8"
"3196","ERBB4"
"3197","ZSCAN29"
"3198","MLL4"
"3199","C15orf61"
"3200","RASEF"
"3201","B3GNTL1"
"3202","NLGN4X"
"3203","YWHAQ"
"3204","CDK4"
"3205","SLC25A12"
"3206","DHDH"
"3207","CHAF1A"
"3208","MYL7"
"3209","AGPAT9"
"3210","ANP32A"
"3211","TRMT2A"
"3212","CTU1"
"3213","GNG3"
"3214","NACA"
"3215","GOLT1A"
"3216","ATP1A3"
"3217","TCOF1"
"3218","ABCA13"
"3219","IRAK4"
"3220","ZNF14"
"3221","SLC24A6"
"3222","C19orf29-AS1"
"3223","SPRYD3"
"3224","PARP2"
"3225","BST2"
"3226","C17orf97"
"3227","LOC100131067"
"3228","ASPH"
"3229","RPL41"
"3230","GALNT1"
"3231","TUBB4A"
"3232","SEPT12"
"3233","C21orf63"
"3234","RABGAP1L"
"3235","KLC1"
"3236","TMED10P1"
"3237","IDAS"
"3238","CNTD2"
"3239","MUC15"
"3240","THOC1"
"3241","DMC1"
"3242","FAM177B"
"3243","KIF15"
"3244","HILS1"
"3245","LOC100129961"
"3246","CCT6B"
"3247","RASA1"
"3248","LOC100507547"
"3249","HERC6"
"3250","CLASRP"
"3251","HEATR8"
"3252","THOP1"
"3253","UCN"
"3254","LOC642361"
"3255","RASSF10"
"3256","RGS11"
"3257","RAVER2"
"3258","ZHX3"
"3259","CAMK2B"
"3260","GYS2"
"3261","NFKBID"
"3262","TMEM9B"
"3263","TMEM138"
"3264","LOC100190986"
"3265","VPS39"
"3266","FAM91A2"
"3267","PPARGC1B"
"3268","DKFZP586I1420"
"3269","MICB"
"3270","SAP30BP"
"3271","MSL2"
"3272","MEX3D"
"3273","RAPGEF5"
"3274","MCHR1"
"3275","PTPN4"
"3276","TIMM21"
"3277","C11orf74"
"3278","CACNB4"
"3279","PRMT5"
"3280","DDB2"
"3281","MARCH6"
"3282","FUNDC1"
"3283","WHSC2"
"3284","TECPR2"
"3285","FFAR3"
"3286","C4orf42"
"3287","XKR9"
"3288","POMP"
"3289","TAP2"
"3290","ERCC1"
"3291","ITGB8"
"3292","OBSL1"
"3293","ANKRD12"
"3294","SETDB1"
"3295","NANOS1"
"3296","HERC2P2"
"3297","TRIM41"
"3298","LOC100131096"
"3299","KAZALD1"
"3300","ZNF236"
"3301","RRP15"
"3302","TRIM50"
"3303","PEX26"
"3304","DGCR10"
"3305","STX4"
"3306","CSE1L"
"3307","APOA1"
"3308","ASB16"
"3309","GOLGA6L5"
"3310","RAB3GAP2"
"3311","RNF20"
"3312","CLEC4E"
"3313","GRIK3"
"3314","SCFD2"
"3315","SUSD4"
"3316","LOC100507178"
"3317","ERVV-1"
"3318","ANKRD17"
"3319","HNF1B"
"3320","PI4K2B"
"3321","PRNP"
"3322","COL4A3BP"
"3323","C7orf23"
"3324","C8orf83"
"3325","DIS3L"
"3326","MLXIPL"
"3327","C19orf66"
"3328","ANKRD62P1-PARP4P3"
"3329","MAD2L1"
"3330","KLHDC7A"
"3331","HMOX1"
"3332","LOC100506866"
"3333","BCO2"
"3334","IP6K1"
"3335","CENPBD1"
"3336","RGS14"
"3337","GPR62"
"3338","SYF2"
"3339","LOC100288077"
"3340","KDSR"
"3341","RIMBP3"
"3342","PLXNB1"
"3343","SLC5A3"
"3344","LOC100129387"
"3345","RALY"
"3346","PLA2G10"
"3347","STK3"
"3348","CTSA"
"3349","LAIR2"
"3350","LOC400752"
"3351","SNX29"
"3352","TAZ"
"3353","LOC90246"
"3354","EDC3"
"3355","CACHD1"
"3356","HOXC13"
"3357","CASP2"
"3358","LCMT1"
"3359","ATG4B"
"3360","CCL7"
"3361","TMEM50B"
"3362","CHMP4A"
"3363","ATP5L"
"3364","ZNF784"
"3365","ZNF408"
"3366","CROCCP2"
"3367","QTRT1"
"3368","CAPN8"
"3369","HS3ST3B1"
"3370","MMADHC"
"3371","TMEM184B"
"3372","PDE4D"
"3373","GNAS"
"3374","SNHG10"
"3375","TSPAN31"
"3376","SLC22A23"
"3377","SKP1"
"3378","LCE1E"
"3379","PREX2"
"3380","SF1"
"3381","HIVEP2"
"3382","SYNGR1"
"3383","SEC62"
"3384","TMEM206"
"3385","ADAP2"
"3386","LMO2"
"3387","MTHFD2"
"3388","TNFRSF10A"
"3389","CSDE1"
"3390","GPR17"
"3391","FRMD5"
"3392","LOC100131825"
"3393","LCNL1"
"3394","STK16"
"3395","C15orf26"
"3396","DDX24"
"3397","BHMT"
"3398","C19orf26"
"3399","FAM13A-AS1"
"3400","NDST1"
"3401","LPP-AS2"
"3402","CEP78"
"3403","C16orf93"
"3404","SPPL2B"
"3405","PTGR2"
"3406","KDM2A"
"3407","KAT2B"
"3408","C9orf82"
"3409","ZRSR2"
"3410","HSD11B1"
"3411","UBAC1"
"3412","TOP1MT"
"3413","FOXG1"
"3414","RGN"
"3415","PLEKHA8"
"3416","KLRG2"
"3417","HEATR4"
"3418","ISOC2"
"3419","TMEM59L"
"3420","MMP13"
"3421","SLC27A2"
"3422","LRTOMT"
"3423","RPAP3"
"3424","ATP5SL"
"3425","MAST2"
"3426","XKRX"
"3427","POU4F1"
"3428","HDAC10"
"3429","FAM113A"
"3430","MRPL42P5"
"3431","TTC29"
"3432","ATP6V0E1"
"3433","MAPKBP1"
"3434","MFHAS1"
"3435","C1orf65"
"3436","GPR19"
"3437","C11orf75"
"3438","SLC7A10"
"3439","C15orf38"
"3440","RXFP4"
"3441","DLAT"
"3442","DTD1"
"3443","LOC375196"
"3444","ARL13B"
"3445","KRTAP5-1"
"3446","PDPK1"
"3447","ZNF282"
"3448","GRTP1"
"3449","HSD17B11"
"3450","ZNF765"
"3451","RINT1"
"3452","LOC100506874"
"3453","ACADL"
"3454","GRK7"
"3455","RAB12"
"3456","KIAA0196"
"3457","ZFR2"
"3458","SRSF11"
"3459","FAM86C1"
"3460","TPSB2"
"3461","KIAA0913"
"3462","NUP155"
"3463","NUCB2"
"3464","SLC16A8"
"3465","CHORDC1"
"3466","LOC338651"
"3467","CDCA7L"
"3468","DHTKD1"
"3469","CWC22"
"3470","CDK8"
"3471","CCBL1"
"3472","PIN1"
"3473","LRRC17"
"3474","TRIM45"
"3475","CCNO"
"3476","RERE"
"3477","SIRPB2"
"3478","SIPA1L1"
"3479","PPPDE2"
"3480","TYW1"
"3481","EBLN2"
"3482","PTPDC1"
"3483","C11orf20"
"3484","CD22"
"3485","LOC339975"
"3486","EEPD1"
"3487","PRPH"
"3488","PAX5"
"3489","P4HA1"
"3490","SHROOM1"
"3491","FAM20C"
"3492","OSGEPL1"
"3493","TM2D3"
"3494","UTP6"
"3495","LYSMD2"
"3496","LOC285758"
"3497","LAGE3"
"3498","RRN3P3"
"3499","VPS37C"
"3500","BCKDHB"
"3501","ORM2"
"3502","TM7SF4"
"3503","NRG2"
"3504","GALK1"
"3505","SLC25A17"
"3506","PLEKHH1"
"3507","HMG20B"
"3508","TMC6"
"3509","HOXA-AS5"
"3510","AP4M1"
"3511","ACVR2A"
"3512","ZNF277"
"3513","RSBN1L"
"3514","YBEY"
"3515","C2CD4A"
"3516","C20orf30"
"3517","TET2"
"3518","ZSCAN12P1"
"3519","RAB11B"
"3520","LOC400927"
"3521","WDR5B"
"3522","UBE3A"
"3523","G0S2"
"3524","KLHL26"
"3525","HAPLN1"
"3526","KRIT1"
"3527","YES1"
"3528","IL28RA"
"3529","PILRB"
"3530","EP400NL"
"3531","ZNF691"
"3532","GNRH1"
"3533","BMP8A"
"3534","IL29"
"3535","ADK"
"3536","PCGF3"
"3537","LOC93622"
"3538","SETD7"
"3539","PRH2"
"3540","POM121L8P"
"3541","FIG4"
"3542","SLC26A1"
"3543","HIST1H2AC"
"3544","ARL2"
"3545","IFT122"
"3546","KBTBD8"
"3547","C5orf44"
"3548","AGPHD1"
"3549","LOC728752"
"3550","ZNF642"
"3551","LMBR1L"
"3552","TP53TG1"
"3553","RASGRP2"
"3554","NEFM"
"3555","LOC100132781"
"3556","WSB2"
"3557","ZNF695"
"3558","CAMTA2"
"3559","PROSC"
"3560","CNTROB"
"3561","POLL"
"3562","METTL9"
"3563","SPSB2"
"3564","LGALS12"
"3565","CLVS1"
"3566","GAS7"
"3567","ARID3A"
"3568","LOC100506810"
"3569","RBM17"
"3570","LRSAM1"
"3571","CDK16"
"3572","PHLPP1"
"3573","GCFC1-AS1"
"3574","DECR1"
"3575","KLRF1"
"3576","CELF1"
"3577","LOC255512"
"3578","SPC25"
"3579","MFNG"
"3580","PMFBP1"
"3581","BBIP1"
"3582","RXRB"
"3583","MR1"
"3584","PLK2"
"3585","SLC25A29"
"3586","NUFIP1"
"3587","SLC35C2"
"3588","ACTA1"
"3589","KALRN"
"3590","C17orf65"
"3591","CD19"
"3592","FAM114A2"
"3593","CDC25C"
"3594","RASGRP1"
"3595","MYLK"
"3596","RNF19B"
"3597","HES6"
"3598","MCM3AP"
"3599","RANBP3"
"3600","LOC100507577"
"3601","KLK14"
"3602","FAM24B"
"3603","MCM6"
"3604","POLR2M"
"3605","KLHL25"
"3606","MAD2L1BP"
"3607","KIAA0247"
"3608","LCLAT1"
"3609","NMI"
"3610","SYT5"
"3611","TNFAIP8"
"3612","MRPL33"
"3613","SLC38A9"
"3614","CDKN2AIPNL"
"3615","UBXN1"
"3616","ZNF586"
"3617","BRMS1L"
"3618","AMACR"
"3619","UGT2B17"
"3620","C11orf65"
"3621","HN1L"
"3622","CNTD1"
"3623","C20orf201"
"3624","ZNF672"
"3625","LOC400958"
"3626","NOC4L"
"3627","OXCT1"
"3628","C19orf10"
"3629","SUMO1P1"
"3630","HS2ST1"
"3631","SPATC1"
"3632","CBY1"
"3633","ATP8B3"
"3634","PRKRIP1"
"3635","MAP1LC3A"
"3636","SYT1"
"3637","TSPAN32"
"3638","CDKL5"
"3639","TFAM"
"3640","TTC7A"
"3641","DNAJC21"
"3642","SNRPA"
"3643","FAM3A"
"3644","FLJ31813"
"3645","CHTF18"
"3646","ACP6"
"3647","FAM115A"
"3648","CUTA"
"3649","AP1G2"
"3650","GUSBP3"
"3651","CT62"
"3652","MOCOS"
"3653","RPS6"
"3654","DAB1"
"3655","ZNF563"
"3656","MSL1"
"3657","MGC27345"
"3658","MSL3P1"
"3659","PRRX2"
"3660","COPS3"
"3661","DEPTOR"
"3662","SESTD1"
"3663","PSD4"
"3664","COG3"
"3665","YTHDC2"
"3666","UTP3"
"3667","SLC43A3"
"3668","LOC100287015"
"3669","DDX3X"
"3670","TAF1B"
"3671","CDC45"
"3672","PTMA"
"3673","AARSD1"
"3674","LOC100506033"
"3675","TMPRSS15"
"3676","OLFML2A"
"3677","GRAMD3"
"3678","PIGC"
"3679","SRSF10"
"3680","SLC38A6"
"3681","NOD1"
"3682","DISP2"
"3683","CTDSPL2"
"3684","CCDC94"
"3685","CCDC148"
"3686","TMEM132C"
"3687","PRPF31"
"3688","LOC100507240"
"3689","MYSM1"
"3690","ERBB2IP"
"3691","MRPS35"
"3692","FAM72B"
"3693","PSIMCT-1"
"3694","USP48"
"3695","NETO1"
"3696","YLPM1"
"3697","MID1IP1"
"3698","RPS6KC1"
"3699","NDUFC2"
"3700","ZNF121"
"3701","RPL10A"
"3702","ZNF611"
"3703","LOC550112"
"3704","LOC91948"
"3705","C1orf150"
"3706","LOC100507053"
"3707","C10orf2"
"3708","PABPC1"
"3709","UGT2B15"
"3710","LOC100133331"
"3711","C21orf7"
"3712","CLEC18A"
"3713","AP4S1"
"3714","NACC2"
"3715","KIAA0930"
"3716","HSD17B10"
"3717","RPGRIP1"
"3718","CORO2B"
"3719","ASB3"
"3720","COPS4"
"3721","YPEL5"
"3722","RNF212"
"3723","LBX1"
"3724","NKAP"
"3725","FAM167B"
"3726","CCDC168"
"3727","IFITM10"
"3728","UPRT"
"3729","FUCA1"
"3730","MNS1"
"3731","COG7"
"3732","HTRA2"
"3733","SRRT"
"3734","RRP7B"
"3735","LPPR3"
"3736","BAK1"
"3737","AK3"
"3738","ZNF646"
"3739","ADAM9"
"3740","RASSF5"
"3741","IKBKB"
"3742","OVCA2"
"3743","BTBD19"
"3744","VPS37A"
"3745","PSG5"
"3746","DMBX1"
"3747","SUPT16H"
"3748","C19orf40"
"3749","LGALS4"
"3750","PGA5"
"3751","DNA2"
"3752","ST13"
"3753","SCAND3"
"3754","CDC6"
"3755","HACL1"
"3756","PIAS4"
"3757","FAM150A"
"3758","VGLL3"
"3759","CLEC5A"
"3760","TMEM86B"
"3761","LOC401010"
"3762","LOC399753"
"3763","TMEM39A"
"3764","CMPK2"
"3765","DLK1"
"3766","C11orf73"
"3767","LOC286002"
"3768","C12orf61"
"3769","WNT1"
"3770","NLGN2"
"3771","WASH2P"
"3772","CDKN3"
"3773","TTC5"
"3774","HIRA"
"3775","PASK"
"3776","SLC24A1"
"3777","DDX31"
"3778","TSPAN33"
"3779","DEPDC5"
"3780","C6orf192"
"3781","KLRC2"
"3782","GLB1L3"
"3783","CFD"
"3784","RPS7"
"3785","MTG1"
"3786","C21orf67"
"3787","LOC100506710"
"3788","FAM54B"
"3789","SPHK1"
"3790","SLC15A1"
"3791","PARP10"
"3792","NUDT3"
"3793","DOCK9"
"3794","TFEB"
"3795","SMAD5-AS1"
"3796","BBS5"
"3797","GTF3A"
"3798","DCBLD1"
"3799","NCK1"
"3800","GBAP1"
"3801","NKAIN4"
"3802","TM6SF2"
"3803","INSM2"
"3804","MGA"
"3805","RBM27"
"3806","ZNF205"
"3807","SERPINB10"
"3808","IGFALS"
"3809","PRMT8"
"3810","SSBP4"
"3811","HOXB4"
"3812","LOC100129794"
"3813","CTSC"
"3814","MRPL48"
"3815","GDAP1"
"3816","SLC36A2"
"3817","ZBTB22"
"3818","RNF207"
"3819","CCDC80"
"3820","EBAG9"
"3821","MFF"
"3822","ZNF587"
"3823","HOXA2"
"3824","DCP1A"
"3825","CPA5"
"3826","INADL"
"3827","LHX5"
"3828","DHX30"
"3829","NFIL3"
"3830","DMAP1"
"3831","PQLC3"
"3832","ORC2"
"3833","ST6GALNAC2"
"3834","FRG1"
"3835","SELO"
"3836","BDNF"
"3837","PARN"
"3838","PPIL4"
"3839","POLR2E"
"3840","GCA"
"3841","CHST6"
"3842","CTRL"
"3843","FBXW4"
"3844","CIDEB"
"3845","VSIG10"
"3846","LOC100506469"
"3847","FHOD1"
"3848","ILF3"
"3849","LOC283038"
"3850","DYX1C1"
"3851","TP53I13"
"3852","ZMYND15"
"3853","ANKRD13A"
"3854","CACNA1D"
"3855","UBAC2"
"3856","SRSF5"
"3857","HERPUD2"
"3858","IL33"
"3859","LOC100133091"
"3860","CAV2"
"3861","ULBP3"
"3862","ASRGL1"
"3863","LOC283089"
"3864","GIN1"
"3865","FGF8"
"3866","FLJ35946"
"3867","PROX1-AS1"
"3868","MSH5"
"3869","FAM188A"
"3870","LOC645513"
"3871","DRG2"
"3872","SPHAR"
"3873","GTSE1"
"3874","SLC39A5"
"3875","PHACTR4"
"3876","MEF2D"
"3877","ZNF786"
"3878","C16orf79"
"3879","SC5DL"
"3880","WDR72"
"3881","CRADD"
"3882","ZFP42"
"3883","WFIKKN1"
"3884","MED27"
"3885","SGK110"
"3886","ODF3L1"
"3887","DAZAP2"
"3888","YWHAH"
"3889","CEP350"
"3890","AHR"
"3891","EDEM1"
"3892","DYNLL2"
"3893","MCM10"
"3894","SRP72"
"3895","KIAA1598"
"3896","ESYT1"
"3897","C22orf13"
"3898","LOC100271836"
"3899","CALCRL"
"3900","PCDHB11"
"3901","PLEKHM1P"
"3902","SNRNP35"
"3903","LCE1C"
"3904","PIP5K1C"
"3905","ASPM"
"3906","MAPRE1"
"3907","ANKRD34A"
"3908","LOC390940"
"3909","LEMD2"
"3910","ADA"
"3911","C5orf28"
"3912","MMRN2"
"3913","LIPM"
"3914","GTF2H2"
"3915","WDR76"
"3916","NAV1"
"3917","ACADSB"
"3918","LPAR2"
"3919","ZNF383"
"3920","ATHL1"
"3921","PITPNB"
"3922","SHQ1"
"3923","EHMT2"
"3924","FAM98A"
"3925","LHX6"
"3926","SH2D1B"
"3927","TRPM6"
"3928","PCDHGA4"
"3929","FAM3C"
"3930","MBLAC1"
"3931","LOC100286844"
"3932","CXorf48"
"3933","AADACL2"
"3934","MRPS5"
"3935","THOC3"
"3936","RPP30"
"3937","APOC1"
"3938","LOC282997"
"3939","SNRNP70"
"3940","C3orf71"
"3941","RALGAPA2"
"3942","RAC3"
"3943","CTBS"
"3944","SAFB2"
"3945","PPP1R15B"
"3946","PSMB8"
"3947","HDAC3"
"3948","ATP6V0D2"
"3949","C17orf63"
"3950","ALCAM"
"3951","NBR2"
"3952","FBXW9"
"3953","CEP95"
"3954","RAMP2"
"3955","LY6G5B"
"3956","MAZ"
"3957","GBA2"
"3958","C19orf81"
"3959","RAD54L"
"3960","POLR2A"
"3961","MED15"
"3962","WBSCR27"
"3963","PCBD1"
"3964","PES1"
"3965","KCTD2"
"3966","SMARCAL1"
"3967","CMBL"
"3968","NFE2"
"3969","NCDN"
"3970","LOC401052"
"3971","MFSD10"
"3972","SH3BP2"
"3973","STAM2"
"3974","RBM12"
"3975","EEF1E1"
"3976","POU5F1B"
"3977","GLA"
"3978","DHRS12"
"3979","EIF3G"
"3980","FA2H"
"3981","HAS2"
"3982","CECR2"
"3983","MTRNR2L1"
"3984","C14orf55"
"3985","TFAP2B"
"3986","FANCM"
"3987","CAB39L"
"3988","SAMM50"
"3989","CCDC142"
"3990","TRUB1"
"3991","NOL8"
"3992","GTF3C4"
"3993","GGN"
"3994","CASP8AP2"
"3995","NS3BP"
"3996","ANKRD30BP2"
"3997","MDS2"
"3998","PCDHA1"
"3999","CRLF3"
"4000","FHL2"
"4001","PCDHGC3"
"4002","ZNF320"
"4003","ACOX2"
"4004","CLEC4M"
"4005","PTPLAD2"
"4006","RLF"
