"","x"
"4007","CRYBA2"
"4008","C11orf82"
"4009","DAND5"
"4010","CYP2D7P1"
"4011","UBIAD1"
"4012","FAH"
"4013","UBE2F"
"4014","CXCL16"
"4015","FOXP1"
"4016","C16orf71"
"4017","RPS15AP10"
"4018","DFNA5"
"4019","LOC286467"
"4020","MARCH2"
"4021","HEXIM2"
"4022","H1FNT"
"4023","PI4KAP2"
"4024","ZFP106"
"4025","NT5C3L"
"4026","GFER"
"4027","SLC39A7"
"4028","JARID2"
"4029","C8orf58"
"4030","PRPSAP2"
"4031","DUSP5P"
"4032","WDR3"
"4033","CRLS1"
"4034","NCL"
"4035","TMEM62"
"4036","MANBA"
"4037","ADD3"
"4038","YY1AP1"
"4039","RAB2B"
"4040","RAD9A"
"4041","NPIP"
"4042","SPDYE5"
"4043","CNNM4"
"4044","RAI1"
"4045","ZUFSP"
"4046","TACC3"
"4047","XAB2"
"4048","SPIN3"
"4049","ACVR1B"
"4050","ZNF571"
"4051","IL10RB"
"4052","KIAA0494"
"4053","POMT2"
"4054","LOC100287042"
"4055","RPS24"
"4056","LEKR1"
"4057","ZNF26"
"4058","ALKBH4"
"4059","TMEM167A"
"4060","TYW1B"
"4061","CPEB2"
"4062","THSD4"
"4063","ADAM33"
"4064","ZFAT"
"4065","CBX3P2"
"4066","C8orf33"
"4067","MCM5"
"4068","SCYL2"
"4069","B4GALT7"
"4070","IL17A"
"4071","KANK2"
"4072","NSUN5P1"
"4073","FMO5"
"4074","ACADS"
"4075","LRRC69"
"4076","PRR24"
"4077","C2orf65"
"4078","SMU1"
"4079","PGPEP1L"
"4080","BAZ2B"
"4081","LGMN"
"4082","CCDC43"
"4083","ASAP3"
"4084","CRIPAK"
"4085","ECHDC3"
"4086","RPS9"
"4087","TIGD1"
"4088","HNRNPM"
"4089","PGBD4"
"4090","NAA38"
"4091","ANXA7"
"4092","ZCCHC10"
"4093","LOC100287765"
"4094","FAM53A"
"4095","CCDC117"
"4096","PLIN2"
"4097","FAM175B"
"4098","EPHA10"
"4099","RARS"
"4100","TXNL1"
"4101","RCVRN"
"4102","SUDS3"
"4103","GSTCD"
"4104","CIDEA"
"4105","TMEM135"
"4106","TRIM13"
"4107","LOC284080"
"4108","LOC100506930"
"4109","CCDC90A"
"4110","EIF3M"
"4111","ERCC6L"
"4112","KIAA1530"
"4113","MYO9A"
"4114","ACRBP"
"4115","DUXA"
"4116","PPM1D"
"4117","ZNF442"
"4118","DDX39B"
"4119","SKIV2L2"
"4120","AFF2"
"4121","ARMC7"
"4122","OAT"
"4123","GNE"
"4124","SLC22A31"
"4125","NOP14"
"4126","TSLP"
"4127","WARS"
"4128","PEMT"
"4129","TBC1D15"
"4130","C19orf45"
"4131","DKFZP434A062"
"4132","RBM42"
"4133","AP3B1"
"4134","HTRA4"
"4135","RWDD3"
"4136","DDTL"
"4137","DPP6"
"4138","LGI4"
"4139","METTL4"
"4140","PSMD11"
"4141","EPT1"
"4142","HAGH"
"4143","PER3"
"4144","RBKS"
"4145","CCL28"
"4146","SNAPC5"
"4147","VPRBP"
"4148","PEX1"
"4149","ARG1"
"4150","PCSK5"
"4151","GPAT2"
"4152","C7orf13"
"4153","RRAS2"
"4154","LMNB1"
"4155","AEBP2"
"4156","FIGNL1"
"4157","EXPH5"
"4158","JPX"
"4159","HARS"
"4160","UBP1"
"4161","TMEM185B"
"4162","SMC3"
"4163","IGF1R"
"4164","RND1"
"4165","POLG"
"4166","PTENP1"
"4167","MUM1"
"4168","LAMP3"
"4169","GAPVD1"
"4170","MFSD6L"
"4171","NEK8"
"4172","AQP11"
"4173","FMO1"
"4174","ZSWIM1"
"4175","MRAP2"
"4176","PDHA1"
"4177","LRRC37A"
"4178","JMJD7-PLA2G4B"
"4179","RAB32"
"4180","SLC35A4"
"4181","LRRC45"
"4182","MBOAT7"
"4183","MX2"
"4184","IRF2BPL"
"4185","MDK"
"4186","LOC284100"
"4187","ASAH2"
"4188","WDR49"
"4189","MEG3"
"4190","MED21"
"4191","EFR3A"
"4192","BLOC1S3"
"4193","PON2"
"4194","PIK3CB"
"4195","WDR91"
"4196","TCTEX1D1"
"4197","PANK1"
"4198","FAM127A"
"4199","C3orf33"
"4200","DTNBP1"
"4201","AES"
"4202","CXCL6"
"4203","ABCG4"
"4204","PCDHGA9"
"4205","GHRLOS"
"4206","CKAP2L"
"4207","DCTN1"
"4208","TYMP"
"4209","FBXO31"
"4210","ZMYND12"
"4211","TMEM22"
"4212","YME1L1"
"4213","SGSM3"
"4214","BAZ1B"
"4215","LOC401320"
"4216","CYP4F35P"
"4217","MYBPC3"
"4218","UTS2"
"4219","RPL27A"
"4220","RASL11B"
"4221","DNASE1L1"
"4222","RAB40A"
"4223","ASH2L"
"4224","RNASE1"
"4225","C1orf61"
"4226","HMGCS2"
"4227","SLC25A34"
"4228","KIAA0907"
"4229","LOC100507423"
"4230","FGD4"
"4231","SCN8A"
"4232","RBM4"
"4233","DDX19B"
"4234","CXCR1"
"4235","PTCD3"
"4236","RASL10A"
"4237","RYR2"
"4238","FLOT1"
"4239","YPEL4"
"4240","GRINA"
"4241","CD164"
"4242","LIN37"
"4243","PTTG1"
"4244","CD1B"
"4245","TMCO4"
"4246","SLC9A10"
"4247","ASB7"
"4248","CARD17"
"4249","SLC9A3R2"
"4250","SNX7"
"4251","IQCG"
"4252","MUCL1"
"4253","GGNBP2"
"4254","RORC"
"4255","UBA3"
"4256","MIR600HG"
"4257","HMGB2"
"4258","GREM1"
"4259","LARP7"
"4260","ABCE1"
"4261","MIA3"
"4262","DCTN2"
"4263","PRKAA1"
"4264","C1orf63"
"4265","ALPPL2"
"4266","GBX2"
"4267","EIF2B1"
"4268","RELA"
"4269","ERLIN2"
"4270","YBX2"
"4271","PSMB6"
"4272","C11orf51"
"4273","LOC91450"
"4274","SETD1B"
"4275","DNAJB14"
"4276","CCDC99"
"4277","RSL1D1"
"4278","DLD"
"4279","SEC61B"
"4280","C2orf15"
"4281","C2orf49"
"4282","MOCS1"
"4283","AP3S2"
"4284","PRMT3"
"4285","CCDC28A"
"4286","TOPORS"
"4287","STK11"
"4288","DOK4"
"4289","LOC100288123"
"4290","BHLHB9"
"4291","C12orf70"
"4292","NPLOC4"
"4293","DCDC2B"
"4294","CNTNAP4"
"4295","MYH7"
"4296","SCARNA9"
"4297","NOP2"
"4298","THEG"
"4299","DDX20"
"4300","PLEKHM2"
"4301","DNAJC5B"
"4302","LOC389493"
"4303","METTL22"
"4304","CATSPER1"
"4305","C14orf159"
"4306","CRTAP"
"4307","GOLGA6C"
"4308","EGF"
"4309","DHFR"
"4310","C12orf49"
"4311","IPO11"
"4312","SKA3"
"4313","DDX52"
"4314","TPCN1"
"4315","MRPL51"
"4316","SOX2"
"4317","DCLRE1B"
"4318","LOC440944"
"4319","DUSP6"
"4320","ZNF655"
"4321","NRM"
"4322","ERCC2"
"4323","METTL21CP1"
"4324","NGFRAP1"
"4325","HEATR8-TTC4"
"4326","PSMC3"
"4327","PMP2"
"4328","MND1"
"4329","COMMD5"
"4330","C19orf29"
"4331","WIPI1"
"4332","ZDHHC15"
"4333","C5orf51"
"4334","C9orf9"
"4335","C2CD4B"
"4336","RIBC2"
"4337","TNIP2"
"4338","KIAA0040"
"4339","FAM203A"
"4340","STC2"
"4341","H1FX"
"4342","RPS14"
"4343","PMF1-BGLAP"
"4344","TMEM216"
"4345","SDF2L1"
"4346","TMEM199"
"4347","LOC388692"
"4348","ASB6"
"4349","NOSIP"
"4350","INTS12"
"4351","NUDT12"
"4352","C18orf25"
"4353","SCN3B"
"4354","MZF1"
"4355","HDLBP"
"4356","LLPH"
"4357","TMEM92"
"4358","NKX2-2"
"4359","CCR10"
"4360","HTN1"
"4361","SNX12"
"4362","INCENP"
"4363","DDX53"
"4364","SLC9A9"
"4365","ACCN1"
"4366","CNDP2"
"4367","IRF3"
"4368","ANKS3"
"4369","LOC732275"
"4370","PCDHGC5"
"4371","ADH1C"
"4372","ZFP41"
"4373","KGFLP1"
"4374","SCRN2"
"4375","SCARNA17"
"4376","COG6"
"4377","LOC728190"
"4378","KCNH4"
"4379","MEF2A"
"4380","HMGN5"
"4381","MB"
"4382","ARL4A"
"4383","BLK"
"4384","MBTPS1"
"4385","PRR22"
"4386","MAGEB2"
"4387","UGT2A1"
"4388","EXOC6"
"4389","URM1"
"4390","FKBP15"
"4391","TLK2"
"4392","IL1B"
"4393","EXOC5"
"4394","FLJ42280"
"4395","WASF2"
"4396","CPSF1"
"4397","DNASE1"
"4398","INTS4L1"
"4399","KDM4C"
"4400","IKBKG"
"4401","ASPN"
"4402","MORN3"
"4403","SUV39H2"
"4404","NOTUM"
"4405","LILRB5"
"4406","SYK"
"4407","MSR1"
"4408","PUS1"
"4409","SDS"
"4410","RAP1B"
"4411","ZNF675"
"4412","HAUS8"
"4413","SBK1"
"4414","ARMC3"
"4415","RPL17"
"4416","NPNT"
"4417","NKTR"
"4418","TRMU"
"4419","SSBP2"
"4420","MMP28"
"4421","KLHDC10"
"4422","SUV420H2"
"4423","SART1"
"4424","DHRS7B"
"4425","LOC157381"
"4426","IL22RA1"
"4427","TMEM87B"
"4428","MARCO"
"4429","SBNO2"
"4430","CCNB3"
"4431","ST7"
"4432","GNL3L"
"4433","ZNF574"
"4434","ADORA3"
"4435","MOV10"
"4436","DIRAS3"
"4437","EIF2C4"
"4438","ZNF197"
"4439","C10orf95"
"4440","SEPN1"
"4441","GGPS1"
"4442","CCHCR1"
"4443","FBXO40"
"4444","LOC728730"
"4445","WEE1"
"4446","RYBP"
"4447","RPAIN"
"4448","KCTD6"
"4449","TMEM45A"
"4450","FLJ33065"
"4451","ANKRD26"
"4452","TMEM183A"
"4453","TAOK3"
"4454","COCH"
"4455","NHLRC1"
"4456","TUBGCP4"
"4457","SYN2"
"4458","FAM159A"
"4459","PDXK"
"4460","TLR2"
"4461","DMXL2"
"4462","UBE2R2"
"4463","PLXNB3"
"4464","ARHGDIG"
"4465","MED7"
"4466","GSTT1"
"4467","MAPKAP1"
"4468","LUZP1"
"4469","LPIN3"
"4470","C8orf12"
"4471","TIMM17B"
"4472","XYLB"
"4473","NDN"
"4474","RPS4Y1"
"4475","UQCRB"
"4476","UBR3"
"4477","ESCO1"
"4478","SMS"
"4479","CDCA5"
"4480","OCIAD1"
"4481","C20orf194"
"4482","MAP2K7"
"4483","C12orf74"
"4484","FLJ45340"
"4485","RIOK2"
"4486","ADPRHL1"
"4487","HOXA4"
"4488","LOC644714"
"4489","HADHA"
"4490","FEM1C"
"4491","FAM129C"
"4492","FUT11"
"4493","COG5"
"4494","CCDC127"
"4495","EDEM2"
"4496","PTGER3"
"4497","LACTB"
"4498","CSNK2A1P"
"4499","SETD4"
"4500","ZNF133"
"4501","SF3A2"
"4502","ATP2B1"
"4503","RAB7L1"
"4504","MEI1"
"4505","AFAP1-AS1"
"4506","LOC653513"
"4507","SUPT5H"
"4508","CRBN"
"4509","PHYH"
"4510","C20orf118"
"4511","ITGA2"
"4512","C20orf166-AS1"
"4513","ATG16L1"
"4514","FLNC"
"4515","PRDM1"
"4516","FMO9P"
"4517","NBPF10"
"4518","MAP6D1"
"4519","MUC6"
"4520","ATF4"
"4521","MEN1"
"4522","LOC200772"
"4523","KIF20B"
"4524","ZNF790"
"4525","UGCG"
"4526","ZNF845"
"4527","PNPLA4"
"4528","DNAJC7"
"4529","SEH1L"
"4530","TMED8"
"4531","GPATCH1"
"4532","HEATR2"
"4533","GCC1"
"4534","MGC12916"
"4535","PNPLA7"
"4536","TADA2B"
"4537","WNT10A"
"4538","NPBWR1"
"4539","STRA6"
"4540","OSCAR"
"4541","SCAP"
"4542","HLA-DRB5"
"4543","MGMT"
"4544","ACTR2"
"4545","TPBG"
"4546","ABCA1"
"4547","UBE2W"
"4548","KRT77"
"4549","OR52N4"
"4550","UBE2O"
"4551","MTCP1NB"
"4552","C3orf55"
"4553","RCL1"
"4554","RPLP2"
"4555","NYAP1"
"4556","TLX2"
"4557","FLJ35776"
"4558","EFHA1"
"4559","FLJ35390"
"4560","UBQLN2"
"4561","TAF9B"
"4562","LOC729852"
"4563","USP19"
"4564","ZNF335"
"4565","PSMD3"
"4566","MAP3K11"
"4567","DHX8"
"4568","KLF1"
"4569","TEX10"
"4570","H2BFWT"
"4571","PYCR1"
"4572","ALDH5A1"
"4573","CLYBL"
"4574","MCM3AP-AS1"
"4575","C9orf78"
"4576","LINC00284"
"4577","TCP1"
"4578","CITED1"
"4579","MTO1"
"4580","PABPC1L"
"4581","MLLT6"
"4582","CLDN15"
"4583","GABRR1"
"4584","ZNF628"
"4585","CCRL1"
"4586","ISG20"
"4587","LOC100507034"
"4588","KRT42P"
"4589","WNT7B"
"4590","ECHDC2"
"4591","MAGEB6"
"4592","HK3"
"4593","GPNMB"
"4594","TMEM161A"
"4595","PNPLA6"
"4596","IKZF5"
"4597","S100A4"
"4598","TMEM214"
"4599","RPS6KA1"
"4600","CLCN6"
"4601","HERC3"
"4602","HMBS"
"4603","MTF2"
"4604","AP4B1"
"4605","TM2D2"
"4606","C2CD4D"
"4607","RACGAP1"
"4608","SHISA9"
"4609","PIGY"
"4610","NPSR1"
"4611","UNC13D"
"4612","UGT1A1"
"4613","WFDC5"
"4614","ARMC6"
"4615","PNO1"
"4616","NASP"
"4617","GLTSCR1"
"4618","LY6G6F"
"4619","DNAAF2"
"4620","KLF7"
"4621","HSPA2"
"4622","AGMAT"
"4623","FAM127C"
"4624","C9orf80"
"4625","NR4A1"
"4626","LOC284889"
"4627","RPL39"
"4628","ANK3"
"4629","USP39"
"4630","UPF1"
"4631","MRI1"
"4632","ECD"
"4633","C1orf109"
"4634","FKBP14"
"4635","CNPY2"
"4636","ARL16"
"4637","UHRF1BP1"
"4638","PI4KB"
"4639","LOC285205"
"4640","ITGB5"
"4641","HAR1A"
"4642","ENKUR"
"4643","FAM207A"
"4644","OCIAD2"
"4645","TEX11"
"4646","AKIRIN2-AS1"
"4647","SMC5"
"4648","C2CD2L"
"4649","SPDYE6"
"4650","ZNF487P"
"4651","MYO9B"
"4652","KCNQ1"
"4653","RMI2"
"4654","TMEM127"
"4655","BCL3"
"4656","DLEC1"
"4657","DUS3L"
"4658","LOC100506314"
"4659","GON4L"
"4660","LPHN1"
"4661","ABCA5"
"4662","CA6"
"4663","ALG14"
"4664","SOST"
"4665","GAD2"
"4666","GPR144"
"4667","DAD1"
"4668","NEURL2"
"4669","VWF"
"4670","KCNN3"
"4671","CCNA1"
"4672","ASB10"
"4673","ACYP2"
"4674","TMUB2"
"4675","CAPG"
"4676","C22orf40"
"4677","RFX2"
"4678","CPEB1"
"4679","DALRD3"
"4680","RPS6KA3"
"4681","NLRP2"
"4682","AURKC"
"4683","MAN2A2"
"4684","ZCCHC7"
"4685","PARP3"
"4686","LSP1"
"4687","CDC7"
"4688","CSAG1"
"4689","PJA2"
"4690","PAK4"
"4691","PANK4"
"4692","LOC220906"
"4693","SKA2"
"4694","DCAF8"
"4695","SVIL"
"4696","ZNF707"
"4697","NR1D2"
"4698","UBE3D"
"4699","FOXJ3"
"4700","CHST7"
"4701","RPE65"
"4702","HSP90AB2P"
"4703","SVEP1"
"4704","IDE"
"4705","LOC100130890"
"4706","MOAP1"
"4707","RLN2"
"4708","CBFA2T3"
"4709","GNA14"
"4710","SYNE2"
"4711","FLJ43879"
"4712","STK25"
"4713","ZBTB9"
"4714","FCRL4"
"4715","IL11"
"4716","CEBPE"
"4717","RPS5"
"4718","LRRC6"
"4719","FOXD1"
"4720","TCIRG1"
"4721","XAF1"
"4722","KRT15"
"4723","LRPPRC"
"4724","WDR44"
"4725","PIK3R3"
"4726","FSCN1"
"4727","CHD2"
"4728","ABHD14A"
"4729","PML"
"4730","MIER1"
"4731","BEX4"
"4732","C6orf57"
"4733","ZNF75A"
"4734","AHSA2"
"4735","MYLIP"
"4736","LOC100129046"
"4737","LOC650368"
"4738","GPR111"
"4739","CDK12"
"4740","P2RX5-TAX1BP3"
"4741","FADD"
"4742","EDF1"
"4743","HLA-L"
"4744","LOC100507632"
"4745","CLASP2"
"4746","SFT2D2"
"4747","ZFP91"
"4748","CXCL14"
"4749","SLC2A4"
"4750","MKL2"
"4751","SEPT3"
"4752","FBF1"
"4753","NR4A3"
"4754","DDX60"
"4755","COIL"
"4756","IL26"
"4757","FCRL2"
"4758","TNRC6A"
"4759","PPPDE1"
"4760","ZNFX1"
"4761","GAS5"
"4762","MATN3"
"4763","MOV10L1"
"4764","FAM43A"
"4765","GOLPH3"
"4766","FANCI"
"4767","SYCE3"
"4768","AGPAT5"
"4769","PRELID1"
"4770","CLK1"
"4771","FBXO38"
"4772","RPL34"
"4773","GRID2IP"
"4774","C16orf58"
"4775","NDUFA1"
"4776","PEPD"
"4777","CNN1"
"4778","TLN2"
"4779","BAZ2A"
"4780","PACS1"
"4781","SOX2-OT"
"4782","GLG1"
"4783","CSNK1G2"
"4784","PIK3R2"
"4785","USP14"
"4786","RSU1"
"4787","EXTL3"
"4788","NSMAF"
"4789","TREX2"
"4790","HLF"
"4791","CPZ"
"4792","ZNFX1-AS1"
"4793","BMP1"
"4794","CPT1B"
"4795","VARS"
"4796","LOC100134368"
"4797","SIGIRR"
"4798","HMGB3"
"4799","ABCA2"
"4800","QRSL1"
"4801","ORC4"
"4802","DLL3"
"4803","LOC219347"
"4804","PGBD3"
"4805","FBXL4"
"4806","FBLN7"
"4807","WDR52"
"4808","SOWAHC"
"4809","PRORSD1P"
"4810","NHLRC2"
"4811","SYP"
"4812","ARSD"
"4813","MFSD12"
"4814","RIPK1"
"4815","CAPN10"
"4816","ATXN7L2"
"4817","C18orf8"
"4818","SAMD15"
"4819","TRMT12"
"4820","LILRA3"
"4821","ZSCAN20"
"4822","ALPK3"
"4823","DMXL1"
"4824","TUT1"
"4825","KLHL24"
"4826","KIAA0090"
"4827","SLC1A1"
"4828","TRAPPC8"
"4829","PCBP4"
"4830","HABP2"
"4831","DDC"
"4832","OSMR"
"4833","PEX3"
"4834","NLRP6"
"4835","TMEM18"
"4836","RP9P"
"4837","SLC25A4"
"4838","KIAA1199"
"4839","ZNF777"
"4840","MRPL23-AS1"
"4841","SLC25A3"
"4842","EGLN2"
"4843","ZNF619"
"4844","FRMD6-AS1"
"4845","SRC"
"4846","RIMS4"
"4847","C4orf49"
"4848","TPTE2"
"4849","CCDC84"
"4850","CD82"
"4851","ARHGAP5"
"4852","SMPD3"
"4853","GDI2"
"4854","TK1"
"4855","CCDC78"
"4856","SDC4"
"4857","TMED7"
"4858","CEP152"
"4859","RPL7A"
"4860","WDHD1"
"4861","TAF6"
"4862","STX11"
"4863","OSTCP1"
"4864","SERINC3"
"4865","KIR3DL1"
"4866","MBP"
"4867","ALDH1L1"
"4868","LMBRD2"
"4869","SLC22A14"
"4870","HSPB6"
"4871","HSPH1"
"4872","RN45S"
"4873","TDRD12"
"4874","LINC00260"
"4875","PPTC7"
"4876","OTUD7A"
"4877","SRSF7"
"4878","FAM82B"
"4879","GINS1"
"4880","NDUFS4"
"4881","SMTNL1"
"4882","ACTR1B"
"4883","RAB11FIP5"
"4884","UNG"
"4885","TTL"
"4886","DMPK"
"4887","GRM6"
"4888","SDF4"
"4889","ATP6V1C1"
"4890","CORO7"
"4891","RYR1"
"4892","KCNJ16"
"4893","TANC2"
"4894","CBS"
"4895","TBC1D22A"
"4896","IFT43"
"4897","SMPD4"
"4898","KIAA1324L"
"4899","EIF3D"
"4900","BTF3"
"4901","SLC7A5P1"
"4902","KIAA0586"
"4903","RBBP5"
"4904","TAF6L"
"4905","AMIGO1"
"4906","DUSP14"
"4907","TAS2R20"
"4908","NXF1"
"4909","TOR1AIP1"
"4910","TAOK2"
"4911","CPSF7"
"4912","TTC14"
"4913","LINC00514"
"4914","CDKN2B-AS1"
"4915","PRKAR2A"
"4916","HOGA1"
"4917","SFTPD"
"4918","MYBBP1A"
"4919","GP6"
"4920","OXR1"
"4921","FOXA1"
"4922","ECHDC1"
"4923","LLGL1"
"4924","UBE2A"
"4925","SNHG3"
"4926","ARHGAP35"
"4927","SLC36A4"
"4928","BREA2"
"4929","B7H6"
"4930","LOC646329"
"4931","GSK3A"
"4932","ST6GALNAC4"
"4933","LOC100188947"
"4934","ASGR1"
"4935","PPP1R3E"
"4936","PRDX3"
"4937","ZNF28"
"4938","EYA1"
"4939","SYMPK"
"4940","PACSIN2"
"4941","PWP1"
"4942","FBXO11"
"4943","DDN"
"4944","CA8"
"4945","EIF2C3"
"4946","LOC100130673"
"4947","TRIM46"
"4948","LOC257396"
"4949","AURKB"
"4950","APOBEC3B"
"4951","FLJ42351"
"4952","MLLT1"
"4953","EFNA5"
"4954","KIN"
"4955","PELP1"
"4956","ABTB1"
"4957","PPIE"
"4958","PI4KAP1"
"4959","LOC399815"
"4960","SLC24A2"
"4961","SPATA24"
"4962","ANKK1"
"4963","UBA1"
"4964","TMEM106B"
"4965","LOC100272217"
"4966","TIGD6"
"4967","COPA"
"4968","IRAK1"
"4969","PARP4"
"4970","PSME4"
"4971","UPF2"
"4972","MYOM2"
"4973","AADACL3"
"4974","AWAT1"
"4975","C8A"
"4976","CGB8"
"4977","COX7B2"
"4978","CXorf27"
"4979","DPPA2"
"4980","IL1RAPL2"
"4981","IZUMO2"
"4982","LCE2A"
"4983","LCE6A"
"4984","LINC00477"
"4985","LOC100507651"
"4986","LOC153469"
"4987","LOC646736"
"4988","LOC727677"
"4989","LOC731779"
"4990","OR4N2"
"4991","OR5V1"
"4992","OTOS"
"4993","R3HDML"
"4994","REG1A"
"4995","SERTM1"
"4996","SFTA3"
"4997","SLCO1B1"
"4998","SPANXE"
"4999","TAG"
"5000","TYR"
